測站,監測日期,監測時間,測站氣壓(hPa),溫度(℃),相對溼度(%),風向,風速(m/s),降水量(mm)
臺北,2017/02/27,19:02:00,"1,020.3",14.6,71,東南東,2.3,0
臺北,2017/02/27,18:02:00,"1,020.6",14.9,69,東北東,3.2,0
臺北,2017/02/27,17:02:00,"1,020.4",15,69,東,3.2,0
臺北,2017/02/27,16:02:00,"1,019.9",15.3,67,東北東,2.9,0
臺北,2017/02/27,15:02:00,"1,019.4",15.8,64,東北,3,0
臺北,2017/02/27,14:02:00,"1,019.2",16.1,63,東北,4.1,0
臺北,2017/02/27,13:02:00,"1,019.3",16.1,64,東,3.1,0
臺北,2017/02/27,12:02:00,"1,020.1",16.1,64,東北東,2.5,0
臺北,2017/02/27,11:02:00,"1,021",15.9,65,東,2.1,0
臺北,2017/02/27,10:02:00,"1,021",15.6,66,東北東,2,0
臺北,2017/02/27,09:02:00,"1,021.1",15.8,65,東,2.2,0
臺北,2017/02/27,08:02:00,"1,020.5",15.6,65,東,2.8,0
臺北,2017/02/27,07:02:00,"1,019.9",15.4,65,東北東,2.8,0
臺北,2017/02/27,06:02:00,"1,019.7",15.3,66,東北東,2.4,0
臺北,2017/02/27,05:02:00,"1,019.1",15.1,66,東北東,2.3,0
臺北,2017/02/27,04:02:00,"1,018.9",14.9,67,東北東,2.7,0
臺北,2017/02/27,03:02:00,"1,018.9",14.7,68,東北東,1.9,0
臺北,2017/02/27,02:02:00,"1,019.6",14.7,69,東北東,2.3,0
臺北,2017/02/27,01:02:00,"1,020.1",14.1,71,東南東,1.9,0
臺北,2017/02/27,00:02:00,"1,019.6",15.7,64,東,2.5,0
臺北,2017/02/26,23:02:00,"1,020.9",14.1,71,東,1.6,0
臺北,2017/02/26,22:02:00,"1,021",14.1,70,東北,2.9,0
臺北,2017/02/26,21:02:00,"1,020.6",14.2,73,東北,2.6,0
臺北,2017/02/26,20:02:00,"1,020.5",13.5,80,南南東,0.9,0
臺北,2017/02/26,19:02:00,"1,019.9",13.5,79,東北,0.9,0
臺北,2017/02/26,18:02:00,"1,019.4",13.4,79,東北東,0.9,0
臺北,2017/02/26,17:02:00,"1,018.9",13.2,80,東北東,1.2,0
臺北,2017/02/26,16:02:00,"1,018.3",12.9,82,東北,2,0
臺北,2017/02/26,15:02:00,"1,018.3",12.7,84,東,0.8,1
臺北,2017/02/26,14:02:00,"1,018.6",12.6,86,南,0.6,0
臺北,2017/02/26,13:02:00,"1,019.4",12.8,85,西南,0.3,0
臺北,2017/02/26,12:02:00,"1,019.5",13,85,西北,0.7,0
臺北,2017/02/26,11:02:00,"1,020.3",13,85,西北西,0.5,0
臺北,2017/02/26,10:02:00,"1,020.7",12.3,85,西北西,1.8,1
臺北,2017/02/26,09:02:00,"1,020.5",12.4,85,西北西,1.6,0
臺北,2017/02/26,08:02:00,"1,019.3",12.2,85,西北西,1.8,0
臺北,2017/02/26,07:02:00,"1,018.5",12.5,86,北,0.8,1
臺北,2017/02/26,06:02:00,"1,017.3",12.6,86,西北西,2.4,3
臺北,2017/02/26,05:02:00,"1,016.3",13.6,87,西北西,1.2,3
臺北,2017/02/26,04:02:00,"1,015.7",14.2,87,西,0.7,0
臺北,2017/02/26,03:02:00,"1,015.2",14,87,西南,1.1,3
臺北,2017/02/26,02:02:00,"1,015.6",14.3,87,西,0.8,2
臺北,2017/02/26,01:02:00,"1,015.7",14.4,86,東南東,0.8,1
臺北,2017/02/26,00:02:00,"1,020.5",14.2,71,東,1.1,0
臺北,2017/02/25,23:02:00,"1,016.8",14.5,86,東北東,2.1,0
臺北,2017/02/25,22:02:00,"1,016.5",14.3,85,東北東,2.4,0
臺北,2017/02/25,21:02:00,"1,016.1",14.3,84,東北東,2.8,1
臺北,2017/02/25,20:02:00,"1,016.1",13.9,85,東,2.4,2
臺北,2017/02/25,19:02:00,"1,015.9",14,84,東,0.9,2
臺北,2017/02/25,18:02:00,"1,015.7",14.2,84,東北東,1.1,1
臺北,2017/02/25,17:02:00,"1,015.4",14.2,84,東北東,1.6,3
臺北,2017/02/25,16:02:00,"1,014.5",14.4,84,東北,2.7,3
臺北,2017/02/25,15:02:00,"1,014.5",14.6,87,南南東,0.7,2
臺北,2017/02/25,14:02:00,"1,014.8",14.4,87,北北東,0.3,4
臺北,2017/02/25,13:02:00,"1,016.2",14.8,86,東北,0.9,3
臺北,2017/02/25,12:02:00,"1,016.6",14.8,86,北北東,1.9,1
臺北,2017/02/25,11:02:00,"1,017.7",14.6,86,東北,1.8,4
臺北,2017/02/25,10:02:00,"1,017.8",14.5,84,東北東,2.6,2
臺北,2017/02/25,09:02:00,"1,018.2",14.2,85,東北東,2.7,4
臺北,2017/02/25,08:02:00,"1,018.1",14.1,85,東北東,1.8,4
臺北,2017/02/25,07:02:00,"1,017.9",14.1,85,東北,2.7,2
臺北,2017/02/25,06:02:00,"1,017.1",14.1,85,東北東,2.1,1
臺北,2017/02/25,05:02:00,"1,017.3",13.9,87,東北東,0.9,1
臺北,2017/02/25,04:02:00,"1,017.2",13.9,85,東北東,2.4,0
臺北,2017/02/25,03:02:00,"1,017.2",13.9,85,東北東,2.5,1
臺北,2017/02/25,02:02:00,"1,018.3",13.8,85,東北,1.7,0
臺北,2017/02/25,01:02:00,"1,018.8",13.5,85,東北,2.2,1
臺北,2017/02/25,00:02:00,"1,016.5",14.5,86,東北,1.8,0
臺北,2017/02/24,23:02:00,"1,020.2",13.8,85,靜風,0.1,1
臺北,2017/02/24,22:02:00,"1,020.2",13.6,84,東北,1.7,1
臺北,2017/02/24,21:02:00,"1,019.9",13.4,84,東北,1.8,1
臺北,2017/02/24,20:02:00,"1,019.9",12.6,86,南南西,0.5,2
臺北,2017/02/24,19:02:00,"1,019.9",13,85,北,0.7,2
臺北,2017/02/24,18:02:00,"1,019.3",12.7,84,東北東,1.1,0
臺北,2017/02/24,17:02:00,"1,019.6",12.2,84,南,1.6,5
臺北,2017/02/24,16:02:00,"1,019.4",12.4,85,西北西,1.3,1
臺北,2017/02/24,15:02:00,"1,019.4",12.4,84,西北西,1.1,2
臺北,2017/02/24,14:02:00,"1,018.7",12.9,85,西,0.7,1
臺北,2017/02/24,13:02:00,"1,019.2",13.9,82,東北,1.1,0
臺北,2017/02/24,12:02:00,"1,019.7",13.5,85,風向不定,0.6,2
臺北,2017/02/24,11:02:00,"1,020",13.9,83,東北,1.2,4
臺北,2017/02/24,10:02:00,"1,020.1",13.8,83,東北,1.6,3
臺北,2017/02/24,09:02:00,"1,019.9",13.6,85,東,1.4,7
臺北,2017/02/24,08:02:00,"1,019.4",13.6,83,東北,2.9,0
臺北,2017/02/24,07:02:00,"1,018.4",13.5,83,東北,3.6,0
臺北,2017/02/24,06:02:00,"1,017.7",13,83,東北東,2.9,0
臺北,2017/02/24,05:02:00,"1,018",12.7,82,東北東,2.9,0
臺北,2017/02/24,04:02:00,"1,018.6",12.9,82,東北,2.7,2
臺北,2017/02/24,03:02:00,"1,018.8",12.9,83,東北東,1.7,5
臺北,2017/02/24,02:02:00,"1,019.3",12.7,84,東北,2.3,3
臺北,2017/02/24,01:02:00,"1,019.1",12.9,81,東北東,2.1,0
臺北,2017/02/24,00:02:00,"1,019.5",13.5,85,東南東,1.7,1
臺北,2017/02/23,23:02:00,"1,020.1",12.8,78,東,1.9,0
臺北,2017/02/23,22:02:00,"1,020.1",12.9,75,東,2.5,0
臺北,2017/02/23,21:02:00,"1,020.2",12.9,73,東北東,3.6,0
臺北,2017/02/23,20:02:00,"1,019.9",13.1,73,東北,3.4,0
臺北,2017/02/23,19:02:00,"1,019.1",13.2,73,東北,4,0
臺北,2017/02/23,18:02:00,"1,018.6",13.5,71,東北,4.1,0
臺北,2017/02/23,17:02:00,"1,017.3",13.7,72,東北,4.5,0
臺北,2017/02/23,16:02:00,"1,016.6",14.4,71,東北,4.4,0
臺北,2017/02/23,15:02:00,"1,016.1",15.2,71,東北,4.5,0
臺北,2017/02/23,14:02:00,"1,015.3",16.1,73,東北,3.9,0
臺北,2017/02/23,13:02:00,"1,015",16.1,76,東北,5.7,0
臺北,2017/02/23,12:02:00,"1,015.3",16.7,76,東北,4.9,0
臺北,2017/02/23,11:02:00,"1,015.6",16.9,77,東北,6,0
臺北,2017/02/23,10:02:00,"1,015.6",17.1,78,東北東,4.4,0
臺北,2017/02/23,09:02:00,"1,015.6",17.1,79,東北,4.5,0
臺北,2017/02/23,08:02:00,"1,015.3",17,81,東北東,3.5,0
臺北,2017/02/23,07:02:00,"1,014.6",17,82,東北,4.8,0
臺北,2017/02/23,06:02:00,"1,014",17.5,83,東北東,3.8,0
臺北,2017/02/23,05:02:00,"1,013.2",17.6,83,東北東,3.3,0
臺北,2017/02/23,04:02:00,"1,012.4",17.8,83,東北東,3.3,0
臺北,2017/02/23,03:02:00,"1,012.4",18.2,83,東北東,3.5,0
臺北,2017/02/23,02:02:00,"1,012.7",18.5,85,東北東,1.7,0
臺北,2017/02/23,01:02:00,"1,013",18.7,83,東北東,2.3,0
臺北,2017/02/23,00:02:00,"1,019.9",12.9,78,東北東,2.5,0
臺北,2017/02/22,23:02:00,"1,012.7",19.7,85,西北西,0.7,0
臺北,2017/02/22,22:02:00,"1,011.5",19.7,83,南南東,0.9,0
臺北,2017/02/22,21:02:00,"1,011.6",19.7,85,東北,0.5,0
臺北,2017/02/22,20:02:00,"1,010.9",19.9,84,南,0.3,0
臺北,2017/02/22,19:02:00,"1,009.8",19.9,85,東,1.6,1
臺北,2017/02/22,18:02:00,"1,009.4",19.9,83,東北東,1.8,0
臺北,2017/02/22,17:02:00,"1,009.8",19.9,84,東南東,1.2,0
臺北,2017/02/22,16:02:00,"1,010.6",19.5,85,東南,1.4,4
臺北,2017/02/22,15:02:00,"1,012.1",19.4,85,南,1.9,6
臺北,2017/02/22,14:02:00,"1,011.6",19.1,84,西南西,0.7,1
臺北,2017/02/22,13:02:00,"1,011.8",19.4,86,西北,2,9
臺北,2017/02/22,12:02:00,"1,010.8",22.3,77,西,1,0
臺北,2017/02/22,11:02:00,"1,011.6",23.2,69,東南,0.3,0
臺北,2017/02/22,10:02:00,"1,012.6",21.8,73,東北,1,0
臺北,2017/02/22,09:02:00,"1,013.7",19,79,靜風,0.2,0
臺北,2017/02/22,08:02:00,"1,014.4",17.1,83,東,1.5,0
臺北,2017/02/22,07:02:00,"1,014.9",16.2,82,靜風,0.2,0
臺北,2017/02/22,06:02:00,"1,014.6",16.6,84,西,1.8,0
臺北,2017/02/22,05:02:00,"1,013",18.8,80,西北,0.4,0
臺北,2017/02/22,04:02:00,"1,011.8",19,80,西南西,0.3,0
臺北,2017/02/22,03:02:00,"1,012.2",19.6,77,西,2.2,0
臺北,2017/02/22,02:02:00,"1,012.1",20.7,74,西南,1.5,0
臺北,2017/02/22,01:02:00,"1,012.2",20.9,72,南南西,1.4,0
臺北,2017/02/22,00:02:00,"1,013.1",19.5,85,東南東,0.7,0
臺北,2017/02/21,23:02:00,"1,013",22.3,70,靜風,0.1,0
臺北,2017/02/21,22:02:00,"1,013.2",22.9,67,東北,1.4,0
臺北,2017/02/21,21:02:00,"1,013.3",22.8,68,東北東,3.6,0
臺北,2017/02/21,20:02:00,"1,013.2",21.6,72,東北東,3.5,0
臺北,2017/02/21,19:02:00,"1,013.1",20.8,76,東北,5.6,0
臺北,2017/02/21,18:02:00,"1,013.9",20.6,75,東北,4.7,0
臺北,2017/02/21,17:02:00,"1,013.7",20.7,74,東北,6.3,0
臺北,2017/02/21,16:02:00,"1,013.7",20.9,73,東北,5.7,0
臺北,2017/02/21,15:02:00,"1,013.9",21,73,東北,6.3,0
臺北,2017/02/21,14:02:00,"1,015.1",20.5,74,東北,7.5,0
臺北,2017/02/21,13:02:00,"1,016.1",19.6,75,東北,7.3,0
臺北,2017/02/21,12:02:00,"1,017.5",19,76,東北,6.3,0
臺北,2017/02/21,11:02:00,"1,018.6",18.7,76,東北,5.7,0
臺北,2017/02/21,10:02:00,"1,019.4",18.2,75,東北,6.3,0
臺北,2017/02/21,09:02:00,"1,019.7",18.2,75,東北,7.1,0
臺北,2017/02/21,08:02:00,"1,019.9",17,77,東北,5.7,0
臺北,2017/02/21,07:02:00,"1,019.3",16.7,77,東北東,4.5,0
臺北,2017/02/21,06:02:00,"1,018.9",16.8,77,東北,5.9,0
臺北,2017/02/21,05:02:00,"1,018.3",16.8,78,東北,6,0
臺北,2017/02/21,04:02:00,"1,017.7",17.2,78,東北,5.5,0
臺北,2017/02/21,03:02:00,"1,017.4",17.7,76,東北,4.8,0
臺北,2017/02/21,02:02:00,"1,017.3",18,75,東北,4.7,0
臺北,2017/02/21,01:02:00,"1,017",18.7,76,東北,4.6,0
臺北,2017/02/21,00:02:00,"1,012.5",21.4,71,靜風,0.2,0
臺北,2017/02/20,23:02:00,"1,016",20.2,75,東北,4,0
臺北,2017/02/20,22:02:00,"1,015.7",20.6,73,東北東,2.3,0
臺北,2017/02/20,21:02:00,"1,014.8",20.7,68,北北東,3,0
臺北,2017/02/20,20:02:00,"1,013.8",20.9,66,東北東,2.2,0
臺北,2017/02/20,19:02:00,"1,013.3",21,65,東北東,2.1,0
臺北,2017/02/20,18:02:00,"1,012.5",21.1,67,東北東,2.2,0
臺北,2017/02/20,17:02:00,"1,011.9",21.5,68,靜風,0.1,0
臺北,2017/02/20,16:02:00,"1,011.5",21.3,68,西,0.5,0
臺北,2017/02/20,15:02:00,"1,011.2",21.3,69,西北,0.5,0
臺北,2017/02/20,14:02:00,"1,011.3",21.4,68,西北,1.1,0
臺北,2017/02/20,13:02:00,"1,011",23,66,西北西,3.2,0
臺北,2017/02/20,12:02:00,"1,010.4",25.4,57,北北東,0.5,0
臺北,2017/02/20,11:02:00,"1,011.4",24.5,57,東北,0.7,0
臺北,2017/02/20,10:02:00,"1,011.7",23.4,69,東北,1.4,0
臺北,2017/02/20,09:02:00,"1,012.5",20.5,77,東南,0.5,0
臺北,2017/02/20,08:02:00,"1,012.7",18.7,81,東,0.9,0
臺北,2017/02/20,07:02:00,"1,012.3",17.7,84,東北,0.3,1
臺北,2017/02/20,06:02:00,"1,011.8",17.2,83,東北,1.5,1
臺北,2017/02/20,05:02:00,"1,011.3",18.3,75,風向不定,0.5,0
臺北,2017/02/20,04:02:00,"1,010.8",18.9,71,西南,0.9,0
臺北,2017/02/20,03:02:00,"1,010.2",19,72,南南東,0.5,0
臺北,2017/02/20,02:02:00,"1,010.2",19.6,69,南南東,1.3,0
臺北,2017/02/20,01:02:00,"1,010.7",19,71,南南西,0.5,0
臺北,2017/02/20,00:02:00,"1,016.7",19.3,74,東北,4.8,0
臺北,2017/02/19,23:02:00,"1,011.4",19.7,70,靜風,0.2,0
臺北,2017/02/19,22:02:00,"1,012",19.8,71,南南西,0.4,0
臺北,2017/02/19,21:02:00,"1,012.2",20.3,70,西南,0.6,0
臺北,2017/02/19,20:02:00,"1,012.1",20.5,68,靜風,0.2,0
臺北,2017/02/19,19:02:00,"1,011.6",20.9,67,北,0.4,0
臺北,2017/02/19,18:02:00,"1,011.2",23.2,56,東北,0.6,0
臺北,2017/02/19,17:02:00,"1,010.7",24.2,53,東南東,1.9,0
臺北,2017/02/19,16:02:00,"1,010.5",24.6,51,東南東,2.2,0
臺北,2017/02/19,15:02:00,"1,010.6",25.5,48,東北東,1.5,0
臺北,2017/02/19,14:02:00,"1,010.9",27.1,45,南南東,3.3,0
臺北,2017/02/19,13:02:00,"1,011.9",26.9,43,東南,2,0
臺北,2017/02/19,12:02:00,"1,013.3",26.8,45,東南東,2.4,0
臺北,2017/02/19,11:02:00,"1,014.8",25.7,49,東,3,0
臺北,2017/02/19,10:02:00,"1,015.8",24.3,55,東南東,3,0
臺北,2017/02/19,09:02:00,"1,016.5",22,61,東北,3.3,0
臺北,2017/02/19,08:02:00,"1,016.7",19.6,65,東北,5.1,0
臺北,2017/02/19,07:02:00,"1,016.8",18.4,67,東北,5,0
臺北,2017/02/19,06:02:00,"1,016.7",18,68,東北,5.1,0
臺北,2017/02/19,05:02:00,"1,016.8",17.9,68,東北,3.3,0
臺北,2017/02/19,04:02:00,"1,017.2",17.9,67,東北,4.5,0
臺北,2017/02/19,03:02:00,"1,018.1",17.8,67,東北東,4.1,0
臺北,2017/02/19,02:02:00,"1,019",17.8,68,東北,4.4,0
臺北,2017/02/19,01:02:00,"1,019.4",18,68,東,2.5,0
臺北,2017/02/19,00:02:00,"1,010.6",19.5,70,東南東,1.7,0
臺北,2017/02/18,23:02:00,"1,020.1",18.4,66,東,3,0
臺北,2017/02/18,22:02:00,"1,020.5",18.2,70,東,2.9,0
臺北,2017/02/18,21:02:00,"1,020.5",18.4,72,東北,5.3,0
臺北,2017/02/18,20:02:00,"1,020.9",18.8,71,東北,3.7,0
臺北,2017/02/18,19:02:00,"1,020.3",19.1,71,東北,4.4,0
臺北,2017/02/18,18:02:00,"1,020",19.2,70,東北,5.4,0
臺北,2017/02/18,17:02:00,"1,019.3",19.7,69,東北,4.3,0
臺北,2017/02/18,16:02:00,"1,018.2",20.2,68,東北,6.2,0
臺北,2017/02/18,15:02:00,"1,017.5",20.8,68,東北,6.4,0
臺北,2017/02/18,14:02:00,"1,017.7",21.2,68,東北東,5.4,0
臺北,2017/02/18,13:02:00,"1,018.1",21.3,68,東北,4.7,0
臺北,2017/02/18,12:02:00,"1,019",22.3,66,東北,4.2,0
臺北,2017/02/18,11:02:00,"1,019.8",22.5,68,北北東,4.1,0
臺北,2017/02/18,10:02:00,"1,020.3",22,68,東北,3.5,0
臺北,2017/02/18,09:02:00,"1,020.5",21.2,71,東北東,2.8,0
臺北,2017/02/18,08:02:00,"1,020.4",19.7,74,東北東,1.6,0
臺北,2017/02/18,07:02:00,"1,020.1",19,75,南南西,0.6,0
臺北,2017/02/18,06:02:00,"1,019.6",18.8,73,西南,0.7,0
臺北,2017/02/18,05:02:00,"1,018.5",18.5,74,南南西,0.9,0
臺北,2017/02/18,04:02:00,"1,018.3",18.3,75,南南西,1.4,0
臺北,2017/02/18,03:02:00,"1,018.2",19.4,76,東北東,0.9,0
臺北,2017/02/18,02:02:00,"1,018.3",20,72,東北東,2,0
臺北,2017/02/18,01:02:00,"1,018.4",20.3,71,東,1.9,0
臺北,2017/02/18,00:02:00,"1,020",18,68,東北東,2.9,0
臺北,2017/02/17,23:02:00,"1,018.8",20.6,69,東北,2.8,0
臺北,2017/02/17,22:02:00,"1,018.7",20.7,68,東北東,1.7,0
臺北,2017/02/17,21:02:00,"1,018.5",21.1,65,東北,3.5,0
臺北,2017/02/17,20:02:00,"1,018.1",21.6,63,東北,1.7,0
臺北,2017/02/17,19:02:00,"1,017.5",22.1,60,東北,2,0
臺北,2017/02/17,18:02:00,"1,017",22.4,59,東北東,2.1,0
臺北,2017/02/17,17:02:00,"1,016.8",22.8,58,西北,1.9,0
臺北,2017/02/17,16:02:00,"1,016.2",24.5,50,西,1.3,0
臺北,2017/02/17,15:02:00,"1,015.9",25.7,45,西北西,1.6,0
臺北,2017/02/17,14:02:00,"1,015.9",25.6,44,西北,1.3,0
臺北,2017/02/17,13:02:00,"1,016.1",27.4,41,西北西,1.9,0
臺北,2017/02/17,12:02:00,"1,017.2",27.3,42,北,1.3,0
臺北,2017/02/17,11:02:00,"1,018.3",24.3,47,南南東,0.3,0
臺北,2017/02/17,10:02:00,"1,019.2",22.3,59,南,0.3,0
臺北,2017/02/17,09:02:00,"1,019.3",20,64,南,1.2,0
臺北,2017/02/17,08:02:00,"1,019.3",17,69,南南東,1.7,0
臺北,2017/02/17,07:02:00,"1,018.8",15.6,73,南,1.4,0
臺北,2017/02/17,06:02:00,"1,018.2",15.6,73,南南東,1.2,0
臺北,2017/02/17,05:02:00,"1,017.5",15.6,73,南,0.9,0
臺北,2017/02/17,04:02:00,"1,017.3",15.9,72,南南東,0.9,0
臺北,2017/02/17,03:02:00,"1,017.3",16.1,72,南南東,1.1,0
臺北,2017/02/17,02:02:00,"1,017.4",16.6,69,南南東,0.9,0
臺北,2017/02/17,01:02:00,"1,017.5",16.9,69,東南,1.5,0
臺北,2017/02/17,00:02:00,"1,018.7",20.3,71,東北,1.9,0
臺北,2017/02/16,23:02:00,"1,017.8",17.9,64,東南,0.9,0
臺北,2017/02/16,22:02:00,"1,018",18.3,62,南南東,1.7,0
臺北,2017/02/16,21:02:00,"1,017.8",18.8,59,南南東,1.8,0
臺北,2017/02/16,20:02:00,"1,017.5",19.7,56,南南東,1.6,0
臺北,2017/02/16,19:02:00,"1,016.8",20.5,47,北北東,1,0
臺北,2017/02/16,18:02:00,"1,016.4",21.6,44,北北東,0.9,0
臺北,2017/02/16,17:02:00,"1,016.1",23,41,西北西,0.4,0
臺北,2017/02/16,16:02:00,"1,015.8",23.8,42,西,1,0
臺北,2017/02/16,15:02:00,"1,015.7",24,52,西北西,1.3,0
臺北,2017/02/16,14:02:00,"1,015.8",25.3,47,西,1,0
臺北,2017/02/16,13:02:00,"1,016.3",25.2,40,西,0.6,0
臺北,2017/02/16,12:02:00,"1,017.5",24.7,44,西,0.5,0
臺北,2017/02/16,11:02:00,"1,018.6",21.8,58,西南西,0.9,0
臺北,2017/02/16,10:02:00,"1,019.4",19.4,64,西南西,0.7,0
臺北,2017/02/16,09:02:00,"1,019.4",17.4,70,南,0.7,0
臺北,2017/02/16,08:02:00,"1,019.6",15.4,74,南南西,1,0
臺北,2017/02/16,07:02:00,"1,019.1",14.4,76,南南西,1.3,0
臺北,2017/02/16,06:02:00,"1,018.6",14.6,74,西南,1.6,0
臺北,2017/02/16,05:02:00,"1,018.4",15.2,70,南南西,1.8,0
臺北,2017/02/16,04:02:00,"1,018.4",15.9,67,南南西,1.5,0
臺北,2017/02/16,03:02:00,"1,018.6",16.6,65,南南西,1.1,0
臺北,2017/02/16,02:02:00,"1,018.7",16.9,64,南南東,1.3,0
臺北,2017/02/16,01:02:00,"1,019",17.6,61,東北,1.3,0
臺北,2017/02/16,00:02:00,"1,017.8",17.4,66,南南東,1.2,0
臺北,2017/02/15,23:02:00,"1,020",19.8,54,東北東,2.5,0
臺北,2017/02/15,22:02:00,"1,020.5",20,54,東北東,2.5,0
臺北,2017/02/15,21:02:00,"1,020.5",20.1,55,東北,2.1,0
臺北,2017/02/15,20:02:00,"1,021",20.5,55,東北東,1.6,0
臺北,2017/02/15,19:02:00,"1,020.7",20.7,53,東,1.6,0
臺北,2017/02/15,18:02:00,"1,020.3",21,52,東,2.1,0
臺北,2017/02/15,17:02:00,"1,020.2",21.4,50,東南,3.7,0
臺北,2017/02/15,16:02:00,"1,019.8",21.9,50,東南東,2.9,0
臺北,2017/02/15,15:02:00,"1,019.6",22.9,46,東,2.8,0
臺北,2017/02/15,14:02:00,"1,019.9",23.7,38,東,1.5,0
臺北,2017/02/15,13:02:00,"1,020.7",24.7,40,東南東,2.9,0
臺北,2017/02/15,12:02:00,"1,022.1",23.8,44,東北東,2.7,0
臺北,2017/02/15,11:02:00,"1,022.9",23.7,45,東北,2.9,0
臺北,2017/02/15,10:02:00,"1,023.7",22.2,55,東北,2.4,0
臺北,2017/02/15,09:02:00,"1,024.2",20.1,61,東北,2.3,0
臺北,2017/02/15,08:02:00,"1,024.1",17.7,64,東北東,2.6,0
臺北,2017/02/15,07:02:00,"1,023.8",16.3,67,東北,3,0
臺北,2017/02/15,06:02:00,"1,023.7",16.1,66,東北,4.3,0
臺北,2017/02/15,05:02:00,"1,023.2",16,66,東北,4.3,0
臺北,2017/02/15,04:02:00,"1,023.4",16.1,64,東北,4,0
臺北,2017/02/15,03:02:00,"1,023.8",16,64,東北,3.8,0
臺北,2017/02/15,02:02:00,"1,024.4",15.7,64,東北,3.4,0
臺北,2017/02/15,01:02:00,"1,025",16,62,東北,4.7,0
臺北,2017/02/15,00:02:00,"1,019.5",17.8,61,南,0.4,0
臺北,2017/02/14,23:02:00,"1,026",15.7,60,東北,3.7,0
臺北,2017/02/14,22:02:00,"1,026.5",15.8,58,東北,4.6,0
臺北,2017/02/14,21:02:00,"1,026.4",15.9,57,東北,4.2,0
臺北,2017/02/14,20:02:00,"1,026.4",16.3,56,東北,3.7,0
臺北,2017/02/14,19:02:00,"1,026.2",16.5,56,東北東,3.6,0
臺北,2017/02/14,18:02:00,"1,025.8",17,54,東北東,4.5,0
臺北,2017/02/14,17:02:00,"1,025.4",17.5,53,東北,6.3,0
臺北,2017/02/14,16:02:00,"1,025.1",18.2,51,東北,6.5,0
臺北,2017/02/14,15:02:00,"1,025.1",19.6,49,東北,6.1,0
臺北,2017/02/14,14:02:00,"1,025.1",19.3,50,東北,5.5,0
臺北,2017/02/14,13:02:00,"1,025.8",19.9,48,東北東,4.8,0
臺北,2017/02/14,12:02:00,"1,026.5",19.9,48,東北,5.3,0
臺北,2017/02/14,11:02:00,"1,027.3",19.3,49,東北,5.3,0
臺北,2017/02/14,10:02:00,"1,028.1",18.7,51,東北,5.1,0
臺北,2017/02/14,09:02:00,"1,028.2",17.6,52,東北,5.3,0
臺北,2017/02/14,08:02:00,"1,028.1",15.9,54,東北東,3.5,0
臺北,2017/02/14,07:02:00,"1,027.5",15.1,56,東北東,3,0
臺北,2017/02/14,06:02:00,"1,026.8",15.1,56,東北東,3,0
臺北,2017/02/14,05:02:00,"1,026.4",15.3,58,東北東,3.2,0
臺北,2017/02/14,04:02:00,"1,026",15.3,59,東北東,2.9,0
臺北,2017/02/14,03:02:00,"1,025.8",15.6,59,東北,4,0
臺北,2017/02/14,02:02:00,"1,026.3",15.6,60,東北,3.6,0
