測站,監測日期,監測時間,測站氣壓(hPa),溫度(℃),相對溼度(%),風向,風速(m/s),降水量(mm)
臺北,2017/05/30,08:05:00,"1,006.8",27.6,73,東,1.3,0
臺北,2017/05/30,07:05:00,"1,007",26.4,74,東南,1,0
臺北,2017/05/30,06:05:00,"1,006.6",26,75,東南東,1.1,0
臺北,2017/05/30,05:05:00,"1,006.2",25.7,75,北北東,0.8,0
臺北,2017/05/30,04:05:00,"1,005.9",25.7,75,東北,1.4,0
臺北,2017/05/30,03:05:00,"1,005.9",25.8,74,東北,2.6,0
臺北,2017/05/30,02:05:00,"1,005.9",26,73,東北,3.4,0
臺北,2017/05/30,01:05:00,"1,006.2",26.1,72,東北,4.1,0
臺北,2017/05/30,00:05:00,"1,003.7",25,88,南南東,1.1,0
臺北,2017/05/29,23:05:00,"1,006.7",26.2,71,東北,5.2,0
臺北,2017/05/29,22:05:00,"1,006.7",26.3,70,東北,5.6,0
臺北,2017/05/29,21:05:00,"1,006.7",26.3,70,東北,4.8,0
臺北,2017/05/29,20:05:00,"1,006.4",26.4,70,東北,4.4,0
臺北,2017/05/29,19:05:00,"1,005.7",26.6,69,東北,4.7,0
臺北,2017/05/29,18:05:00,"1,005.4",27,68,東北,4.7,0
臺北,2017/05/29,17:05:00,"1,005.2",27.3,68,東北,6.1,0
臺北,2017/05/29,16:05:00,"1,005.1",28.1,68,東北,6.1,0
臺北,2017/05/29,15:05:00,"1,005.3",29.9,64,東北東,4.4,0
臺北,2017/05/29,14:05:00,"1,005.6",30.4,62,東,4.6,0
臺北,2017/05/29,13:05:00,"1,006.3",28.9,67,東北東,5.2,0
臺北,2017/05/29,12:05:00,"1,006.8",28.7,68,東北,4.9,0
臺北,2017/05/29,11:05:00,"1,007.6",28.1,73,東北,4.5,0
臺北,2017/05/29,10:05:00,"1,008",27.1,76,東北,5.7,0
臺北,2017/05/29,09:05:00,"1,008.1",26.2,79,東北,4.6,0
臺北,2017/05/29,08:05:00,"1,008.1",25.1,80,東北,3.6,0
臺北,2017/05/29,07:05:00,"1,007.7",24.5,83,東北,3.9,0
臺北,2017/05/29,06:05:00,"1,007.1",23.9,84,東北,3.5,0
臺北,2017/05/29,05:05:00,"1,006.5",23.6,84,東北,4.2,0
臺北,2017/05/29,04:05:00,"1,006.2",23.6,85,東北,3.1,0
臺北,2017/05/29,03:05:00,"1,006.1",23.5,84,東北,4.2,0
臺北,2017/05/29,02:05:00,"1,006.2",23.3,85,東北,3.8,0
臺北,2017/05/29,01:05:00,"1,006.3",23.1,85,東北,3.8,0
臺北,2017/05/29,00:05:00,"1,006.4",26.1,72,東北,5,0
臺北,2017/05/28,23:05:00,"1,007.2",23.1,83,東北,4.8,0
臺北,2017/05/28,22:05:00,"1,007.3",23.2,82,東北,4.6,0
臺北,2017/05/28,21:05:00,"1,007",23.3,80,東北,4.6,0
臺北,2017/05/28,20:05:00,"1,006.8",23.5,78,東北,5.6,0
臺北,2017/05/28,19:05:00,"1,006.4",23.6,76,東北,4.7,0
臺北,2017/05/28,18:05:00,"1,006.1",23.8,74,東北,5.8,0
臺北,2017/05/28,17:05:00,"1,005.6",24,74,東北,6.1,0
臺北,2017/05/28,16:05:00,"1,005.7",24.3,73,東北,5.8,0
臺北,2017/05/28,15:05:00,"1,006",24.5,73,東北,5.5,0
臺北,2017/05/28,14:05:00,"1,006",24.7,72,東北,6.1,0
臺北,2017/05/28,13:05:00,"1,006.5",25.1,72,東北,6.5,0
臺北,2017/05/28,12:05:00,"1,006.7",25.7,73,東北,5.3,0
臺北,2017/05/28,11:05:00,"1,007.2",25.4,73,東北,5.8,0
臺北,2017/05/28,10:05:00,"1,007.2",25.3,73,東北,6.1,0
臺北,2017/05/28,09:05:00,"1,007",25,75,東北,5.2,0
臺北,2017/05/28,08:05:00,"1,006.7",23.5,78,東北,3.8,0
臺北,2017/05/28,07:05:00,"1,006.5",22.9,80,東北,5.2,0
臺北,2017/05/28,06:05:00,"1,006",22.9,78,東北,4.4,0
臺北,2017/05/28,05:05:00,"1,005.7",22.7,79,東北,4.6,0
臺北,2017/05/28,04:05:00,"1,005.5",22.7,78,東北,4.8,0
臺北,2017/05/28,03:05:00,"1,005.5",22.7,77,東北東,3.9,0
臺北,2017/05/28,02:05:00,"1,006",22.5,77,東北,4.8,0
臺北,2017/05/28,01:05:00,"1,006.2",22.2,77,東北,4.5,0
臺北,2017/05/28,00:05:00,"1,006.7",23.2,83,東北,3.8,0
臺北,2017/05/27,23:05:00,"1,007.1",21.4,77,東北,5.6,0
臺北,2017/05/27,22:05:00,"1,007.2",21.1,78,東北,6.1,0
臺北,2017/05/27,21:05:00,"1,007.5",20.7,81,東北,6.1,0
臺北,2017/05/27,20:05:00,"1,007.4",20.5,83,東北,6.4,0
臺北,2017/05/27,19:05:00,"1,007.5",20.3,85,東北,6.5,0
臺北,2017/05/27,18:05:00,"1,007.7",20.2,87,東北,3.9,1
臺北,2017/05/27,17:05:00,"1,008",20.3,86,東北,4.6,0
臺北,2017/05/27,16:05:00,"1,008.1",20,87,東北東,4.1,2
臺北,2017/05/27,15:05:00,"1,008.3",20.3,87,東北,4.8,4
臺北,2017/05/27,14:05:00,"1,008.6",20.7,85,東北,3.9,4
臺北,2017/05/27,13:05:00,"1,008.6",21.8,82,東北,3.5,3
臺北,2017/05/27,12:05:00,"1,008.4",23.6,71,東北,3.2,1
臺北,2017/05/27,11:05:00,"1,008.2",25.3,63,東北東,4.4,0
臺北,2017/05/27,10:05:00,"1,008",25.4,61,東北東,3.9,0
臺北,2017/05/27,09:05:00,"1,007.6",25.7,59,東北,5.9,0
臺北,2017/05/27,08:05:00,"1,006.9",25.4,60,東北,4.7,0
臺北,2017/05/27,07:05:00,"1,006.5",24.9,63,東北,5.1,0
臺北,2017/05/27,06:05:00,"1,006.3",24.2,65,東北,3.5,0
臺北,2017/05/27,05:05:00,"1,005.9",24.1,65,東北,4.4,0
臺北,2017/05/27,04:05:00,"1,006",24,67,東北,3.7,0
臺北,2017/05/27,03:05:00,"1,006.2",24,68,東北,4.2,0
臺北,2017/05/27,02:05:00,"1,006.5",24,68,東北,4.5,0
臺北,2017/05/27,01:05:00,"1,007.1",24,69,東北,4.1,0
臺北,2017/05/27,00:05:00,"1,006.7",21.7,79,東北,5.6,0
臺北,2017/05/26,23:05:00,"1,008.3",24.1,70,東,3.3,0
臺北,2017/05/26,22:05:00,"1,008.9",23.9,70,東,2.7,0
臺北,2017/05/26,21:05:00,"1,009",23.9,70,東,2,0
臺北,2017/05/26,20:05:00,"1,008.6",23.9,69,東北東,3.2,0
臺北,2017/05/26,19:05:00,"1,008",24,67,東北東,3.1,0
臺北,2017/05/26,18:05:00,"1,007.4",24.1,67,東北東,4.1,0
臺北,2017/05/26,17:05:00,"1,006.9",24.1,67,東北,5.5,0
臺北,2017/05/26,16:05:00,"1,006.7",24.3,67,東北,3.5,0
臺北,2017/05/26,15:05:00,"1,007",24.3,66,東北,3.7,0
臺北,2017/05/26,14:05:00,"1,007",24.2,64,東北,5,0
臺北,2017/05/26,13:05:00,"1,007.2",24.3,64,東北,3,0
臺北,2017/05/26,12:05:00,"1,007.3",25,62,東北,4.7,0
臺北,2017/05/26,11:05:00,"1,007.7",25,62,北北東,4.1,0
臺北,2017/05/26,10:05:00,"1,007.5",25.4,64,東北,3.4,0
臺北,2017/05/26,09:05:00,"1,007.5",24.5,65,北北東,2.8,0
臺北,2017/05/26,08:05:00,"1,007.3",24,67,東北東,3.3,0
臺北,2017/05/26,07:05:00,"1,006.8",23.3,68,東南東,2.3,0
臺北,2017/05/26,06:05:00,"1,006.5",22,75,南南東,2,0
臺北,2017/05/26,05:05:00,"1,006.1",22.6,71,東南東,1.6,0
臺北,2017/05/26,04:05:00,"1,006.1",22.8,72,東北東,1.4,0
臺北,2017/05/26,03:05:00,"1,006.1",22,78,東南東,1.2,0
臺北,2017/05/26,02:05:00,"1,006.4",21.9,74,東南,1.7,0
臺北,2017/05/26,01:05:00,"1,006.8",22.2,78,南南東,1.2,0
臺北,2017/05/26,00:05:00,"1,008",24,70,東北,3.4,0
臺北,2017/05/25,23:05:00,"1,007.7",22.8,76,東,1.7,0
臺北,2017/05/25,22:05:00,"1,008.1",22.9,76,南南東,1.6,0
臺北,2017/05/25,21:05:00,"1,007.6",22.9,77,東,1.5,0
臺北,2017/05/25,20:05:00,"1,007.2",22.8,78,東南東,1.7,0
臺北,2017/05/25,19:05:00,"1,006.6",22.7,80,東南,1.8,0
臺北,2017/05/25,18:05:00,"1,006.1",23.2,75,東,2,0
臺北,2017/05/25,17:05:00,"1,005.4",23.1,77,東北東,3,0
臺北,2017/05/25,16:05:00,"1,005",23.6,74,東北東,2.2,0
臺北,2017/05/25,15:05:00,"1,005.1",23.6,76,東北,3,0
臺北,2017/05/25,14:05:00,"1,005.5",23.5,75,東北,3.1,0
臺北,2017/05/25,13:05:00,"1,005.7",23.6,77,東北東,3.5,0
臺北,2017/05/25,12:05:00,"1,006.2",23.7,79,東北,2.9,0
臺北,2017/05/25,11:05:00,"1,006.3",23,84,東北東,3,0
臺北,2017/05/25,10:05:00,"1,006.5",22.8,85,東北東,2.5,0
臺北,2017/05/25,09:05:00,"1,006.4",22.4,88,東北東,2,0
臺北,2017/05/25,08:05:00,"1,006.1",22.4,86,東,1.6,0
臺北,2017/05/25,07:05:00,"1,005.8",22,88,東,1.3,1
臺北,2017/05/25,06:05:00,"1,005.1",22,87,東北東,2.3,0
臺北,2017/05/25,05:05:00,"1,004.4",22,87,東北東,1.8,1
臺北,2017/05/25,04:05:00,"1,004.4",22.1,86,東北東,1.8,0
臺北,2017/05/25,03:05:00,"1,004.2",22.7,85,東北東,2.2,0
臺北,2017/05/25,02:05:00,"1,004.6",22.5,86,東北東,2.3,0
臺北,2017/05/25,01:05:00,"1,005",22.7,86,東北東,2.5,0
臺北,2017/05/25,00:05:00,"1,007.3",22.4,77,東南,0.9,0
臺北,2017/05/24,23:05:00,"1,006.1",22.8,87,東,2.6,0
臺北,2017/05/24,22:05:00,"1,006.2",22.8,87,東,3.2,1
臺北,2017/05/24,21:05:00,"1,005.9",22.9,87,東北東,2,3
臺北,2017/05/24,20:05:00,"1,004.9",23.2,87,東,1.4,3
臺北,2017/05/24,19:05:00,"1,004",23,85,東北,3.8,3
臺北,2017/05/24,18:05:00,"1,002.7",24,79,東北,4.1,1
臺北,2017/05/24,17:05:00,"1,001.7",26.8,75,北,1.6,0
臺北,2017/05/24,16:05:00,"1,001",29.1,72,西北西,2.8,0
臺北,2017/05/24,15:05:00,"1,001.1",30.5,64,西,3.3,0
臺北,2017/05/24,14:05:00,"1,001.2",31,61,西,2.7,0
臺北,2017/05/24,13:05:00,"1,001.5",31.3,64,西,3.8,0
臺北,2017/05/24,12:05:00,"1,001.8",32.4,59,西,3.4,0
臺北,2017/05/24,11:05:00,"1,002.4",31,66,西,1.8,0
臺北,2017/05/24,10:05:00,"1,002.5",30.9,65,西,0.7,0
臺北,2017/05/24,09:05:00,"1,002.6",29.7,67,西南,2.2,0
臺北,2017/05/24,08:05:00,"1,002.9",28.4,71,南南東,0.9,0
臺北,2017/05/24,07:05:00,"1,002.6",26.9,74,南南東,1.6,0
臺北,2017/05/24,06:05:00,"1,002.5",26.4,74,南南東,0.7,0
臺北,2017/05/24,05:05:00,"1,002",26.1,76,南南東,1.1,0
臺北,2017/05/24,04:05:00,"1,001.8",26.2,75,東,0.9,0
臺北,2017/05/24,03:05:00,"1,002",26.5,75,南南東,0.9,0
臺北,2017/05/24,02:05:00,"1,002.3",26.7,75,南南東,1.1,0
臺北,2017/05/24,01:05:00,"1,002.8",26.9,72,南,0.8,0
臺北,2017/05/24,00:05:00,"1,005.9",22.9,87,東,2.2,0
臺北,2017/05/23,23:05:00,"1,003.8",27.4,71,南南東,1.8,0
臺北,2017/05/23,22:05:00,"1,004.1",28.1,69,南南西,0.8,0
臺北,2017/05/23,21:05:00,"1,004.1",28.1,70,靜風,0.1,0
臺北,2017/05/23,20:05:00,"1,003.5",28,70,西,0.4,0
臺北,2017/05/23,19:05:00,"1,003.2",28,70,靜風,0.2,0
臺北,2017/05/23,18:05:00,"1,002.7",28.7,66,東北,2.1,0
臺北,2017/05/23,17:05:00,"1,002.6",29.8,65,西北西,0.5,0
臺北,2017/05/23,16:05:00,"1,003.1",29.6,67,北,1.8,0
臺北,2017/05/23,15:05:00,"1,003.4",29.7,67,西北,1,0
臺北,2017/05/23,14:05:00,"1,003.7",30.6,66,西北,1.2,0
臺北,2017/05/23,13:05:00,"1,004.2",29.8,67,北北西,2.6,0
臺北,2017/05/23,12:05:00,"1,004.6",31.9,61,西,1.1,0
臺北,2017/05/23,11:05:00,"1,005.1",30.8,62,西南西,2.2,0
臺北,2017/05/23,10:05:00,"1,005.5",29.9,67,風向不定,0.3,0
臺北,2017/05/23,09:05:00,"1,005.6",28.9,70,西南西,1.5,0
臺北,2017/05/23,08:05:00,"1,005.8",27.1,71,南南西,0.7,0
臺北,2017/05/23,07:05:00,"1,005.4",26.2,73,南南西,0.9,0
臺北,2017/05/23,06:05:00,"1,004.9",25.2,77,東南,1.3,0
臺北,2017/05/23,05:05:00,"1,004.5",24.9,76,南南東,1.2,0
臺北,2017/05/23,04:05:00,"1,004.4",25,76,南南東,0.6,0
臺北,2017/05/23,03:05:00,"1,004.4",25.1,76,東南,1.1,0
臺北,2017/05/23,02:05:00,"1,004.7",25,76,靜風,0.1,0
臺北,2017/05/23,01:05:00,"1,004.8",25.4,74,東北東,1.3,0
臺北,2017/05/23,00:05:00,"1,003.2",27.1,72,南南東,0.8,0
臺北,2017/05/22,23:05:00,"1,005.9",25.8,73,東北,2.7,0
臺北,2017/05/22,22:05:00,"1,005.8",25.8,73,東北,2.8,0
臺北,2017/05/22,21:05:00,"1,005.7",25.9,72,東北,3.3,0
臺北,2017/05/22,20:05:00,"1,005",26.2,73,東北,2.7,0
臺北,2017/05/22,19:05:00,"1,004.8",26.4,74,東北,4.3,0
臺北,2017/05/22,18:05:00,"1,004.2",26.8,73,東北,4.6,0
臺北,2017/05/22,17:05:00,"1,004",27.7,70,東北,4.1,0
臺北,2017/05/22,16:05:00,"1,004.2",27.8,69,東北,3.7,0
臺北,2017/05/22,15:05:00,"1,004",29.2,67,東北,4.1,0
臺北,2017/05/22,14:05:00,"1,004.4",29.4,66,東北東,3.3,0
臺北,2017/05/22,13:05:00,"1,004.9",29.4,66,東北東,3.1,0
臺北,2017/05/22,12:05:00,"1,005.3",29.6,66,東北東,2.4,0
臺北,2017/05/22,11:05:00,"1,005.4",28.4,68,東北,2.2,0
臺北,2017/05/22,10:05:00,"1,006",27.6,71,東北東,2.9,0
臺北,2017/05/22,09:05:00,"1,005.5",26.4,74,東北,3.6,0
臺北,2017/05/22,08:05:00,"1,005.3",25.8,77,東北,3,0
臺北,2017/05/22,07:05:00,"1,005.3",24.9,79,東北,2.7,0
臺北,2017/05/22,06:05:00,"1,005",24.6,78,東北東,2.9,0
臺北,2017/05/22,05:05:00,"1,004.5",24.4,79,東北,3.3,0
臺北,2017/05/22,04:05:00,"1,004",24.4,79,東北,4.1,0
臺北,2017/05/22,03:05:00,"1,004",24.2,79,東北,4.1,0
臺北,2017/05/22,02:05:00,"1,004",24.1,79,東北,3.7,0
臺北,2017/05/22,01:05:00,"1,004.6",24.2,79,東北,3.8,0
臺北,2017/05/22,00:05:00,"1,005.5",25.7,73,東北東,1.6,0
臺北,2017/05/21,23:05:00,"1,005.9",24.1,82,東北,3,0
臺北,2017/05/21,22:05:00,"1,005.9",24,81,東北東,2.7,0
臺北,2017/05/21,21:05:00,"1,006",23.8,80,東北東,3.6,0
臺北,2017/05/21,20:05:00,"1,005.3",24.3,77,東,3.4,0
臺北,2017/05/21,19:05:00,"1,004.9",24.8,74,東北,2.2,0
臺北,2017/05/21,18:05:00,"1,004.1",25,72,東北,5.3,0
臺北,2017/05/21,17:05:00,"1,003.9",25.3,72,東北,4.4,0
臺北,2017/05/21,16:05:00,"1,003.7",25.9,75,東北,3.4,0
臺北,2017/05/21,15:05:00,"1,003.8",26.4,74,東北,5.2,0
臺北,2017/05/21,14:05:00,"1,004",26.3,74,東北,4.2,0
臺北,2017/05/21,13:05:00,"1,004.6",26.6,75,東北,4,0
臺北,2017/05/21,12:05:00,"1,005.3",25.7,76,東北,3.5,0
臺北,2017/05/21,11:05:00,"1,005",26.1,74,東北,4.3,0
臺北,2017/05/21,10:05:00,"1,005.3",26.7,75,東北東,3.9,0
臺北,2017/05/21,09:05:00,"1,005.5",25.2,81,東北,4.6,0
臺北,2017/05/21,08:05:00,"1,005.3",24.8,82,東北,2.8,0
臺北,2017/05/21,07:05:00,"1,005.1",24.6,80,東北東,2.7,0
臺北,2017/05/21,06:05:00,"1,004.5",24.4,78,東北,2.9,0
臺北,2017/05/21,05:05:00,"1,004.2",24.2,78,東北,3.8,0
臺北,2017/05/21,04:05:00,"1,003.8",24.3,76,東北,3.3,0
臺北,2017/05/21,03:05:00,"1,003.7",24.3,77,東北,3.2,0
臺北,2017/05/21,02:05:00,"1,003.6",24.2,78,東北,3.3,0
臺北,2017/05/21,01:05:00,"1,003.8",24.1,78,東北,4.1,0
臺北,2017/05/21,00:05:00,"1,005.4",24.2,79,東北,3.2,0
臺北,2017/05/20,23:05:00,"1,004.8",24.5,73,東北,4,0
臺北,2017/05/20,22:05:00,"1,005.1",24.5,74,東北東,3.3,0
臺北,2017/05/20,21:05:00,"1,005",24.6,72,東北,3.2,0
臺北,2017/05/20,20:05:00,"1,005",24.9,70,東北,3.9,0
臺北,2017/05/20,19:05:00,"1,004.7",25.4,66,東北東,3.3,0
臺北,2017/05/20,18:05:00,"1,004.2",25.9,64,東北東,3.7,0
臺北,2017/05/20,17:05:00,"1,004.2",26.6,63,東,2.8,0
臺北,2017/05/20,16:05:00,"1,004.3",26.8,61,東,3.7,0
臺北,2017/05/20,15:05:00,"1,004.4",27.5,60,東,3.8,0
臺北,2017/05/20,14:05:00,"1,004.6",28.1,60,東南東,3.5,0
臺北,2017/05/20,13:05:00,"1,005.1",28.6,59,東南東,3.4,0
臺北,2017/05/20,12:05:00,"1,005.6",29.5,59,東南東,3.4,0
臺北,2017/05/20,11:05:00,"1,005.9",28,61,東南東,2.7,0
臺北,2017/05/20,10:05:00,"1,006.2",27.7,61,東南東,2.8,0
臺北,2017/05/20,09:05:00,"1,006.7",25.9,68,東北東,2.6,0
臺北,2017/05/20,08:05:00,"1,006.8",24.4,74,東北,2.7,0
臺北,2017/05/20,07:05:00,"1,006.8",23.6,83,東北,1.9,0
臺北,2017/05/20,06:05:00,"1,006.1",22.2,84,東北,2.7,0
臺北,2017/05/20,05:05:00,"1,006.2",21.7,87,東北東,0.3,1
臺北,2017/05/20,04:05:00,"1,005.5",22.9,79,東,1.7,0
臺北,2017/05/20,03:05:00,"1,005.7",22.9,79,東北,2.9,0
臺北,2017/05/20,02:05:00,"1,006.3",22.7,78,東北,4.7,0
臺北,2017/05/20,01:05:00,"1,006.8",22.8,79,東北,3.6,0
臺北,2017/05/20,00:05:00,"1,004.2",24.2,77,東北,4.1,0
臺北,2017/05/19,23:05:00,"1,008.9",22.9,81,東北,4.2,0
臺北,2017/05/19,22:05:00,"1,009.2",22.6,83,東北,3,0
臺北,2017/05/19,21:05:00,"1,009.1",21.9,84,東北,3.7,1
臺北,2017/05/19,20:05:00,"1,008.7",22.1,83,東北東,2.7,1
臺北,2017/05/19,19:05:00,"1,008.6",22.6,81,東北東,3.3,1
臺北,2017/05/19,18:05:00,"1,008.5",23.4,76,東北,2.5,1
臺北,2017/05/19,17:05:00,"1,007.4",24.3,74,東,2.8,0
臺北,2017/05/19,16:05:00,"1,007.4",24.5,71,東北東,2.9,0
臺北,2017/05/19,15:05:00,"1,007.6",25.4,66,東北東,3.5,0
臺北,2017/05/19,14:05:00,"1,007.5",26.5,64,東北,3.9,0
臺北,2017/05/19,13:05:00,"1,007.9",26.2,66,東北東,4.5,0
臺北,2017/05/19,12:05:00,"1,008.5",26.9,64,東北東,4.6,0
臺北,2017/05/19,11:05:00,"1,009",26.7,64,東北東,4.2,0
臺北,2017/05/19,10:05:00,"1,009.7",26,68,東北東,4,0
臺北,2017/05/19,09:05:00,"1,010.1",25.5,68,東北,3.5,0
臺北,2017/05/19,08:05:00,"1,009.7",26.4,63,東北東,4,0
臺北,2017/05/19,07:05:00,"1,009.4",25.6,67,東北東,3.6,0
臺北,2017/05/19,06:05:00,"1,008.9",25.1,66,東北,4.2,0
臺北,2017/05/19,05:05:00,"1,008.4",24.9,66,東北,3.7,0
臺北,2017/05/19,04:05:00,"1,008.3",25.1,66,東北東,4.4,0
臺北,2017/05/19,03:05:00,"1,008.2",25,68,東北東,2.9,0
臺北,2017/05/19,02:05:00,"1,008.4",25.1,67,東北東,3.5,0
臺北,2017/05/19,01:05:00,"1,008.6",25.1,67,東北東,4.4,0
臺北,2017/05/19,00:05:00,"1,007.9",22.6,81,東北,2.7,0
臺北,2017/05/18,23:05:00,"1,009.8",25,65,東北,4.2,0
臺北,2017/05/18,22:05:00,"1,010.7",25.3,63,東北,5.8,0
臺北,2017/05/18,21:05:00,"1,010.5",25.4,63,東北,4.7,0
臺北,2017/05/18,20:05:00,"1,010.2",25.6,63,東北東,4.6,0
臺北,2017/05/18,19:05:00,"1,009.8",25.8,63,東北東,4.9,0
臺北,2017/05/18,18:05:00,"1,009.4",26.1,58,東北東,4.8,0
臺北,2017/05/18,17:05:00,"1,008.9",26.7,57,東北東,5.4,0
臺北,2017/05/18,16:05:00,"1,008.7",27.2,56,東北東,4.8,0
臺北,2017/05/18,15:05:00,"1,008.3",27.6,56,東北東,6.1,0
臺北,2017/05/18,14:05:00,"1,008.7",28.3,57,東北,4.8,0
臺北,2017/05/18,13:05:00,"1,009.1",28.5,57,東北,4.3,0
臺北,2017/05/18,12:05:00,"1,009.4",28.8,57,東北,4.9,0
臺北,2017/05/18,11:05:00,"1,009.7",28.6,59,東北,4,0
臺北,2017/05/18,10:05:00,"1,010.2",27.2,63,東北東,4.3,0
臺北,2017/05/18,09:05:00,"1,009.9",27.4,62,東北,4,0
臺北,2017/05/18,08:05:00,"1,009.8",26.1,70,東北,3.7,0
臺北,2017/05/18,07:05:00,"1,009.2",24.3,74,東北,3.9,0
臺北,2017/05/18,06:05:00,"1,008.8",23.5,76,東北,3.5,0
臺北,2017/05/18,05:05:00,"1,008.6",23.5,75,東北,3,0
臺北,2017/05/18,04:05:00,"1,008.2",23.7,77,東北,2.8,0
臺北,2017/05/18,03:05:00,"1,008.2",23.5,79,東北,2.5,0
臺北,2017/05/18,02:05:00,"1,008.2",23.3,78,東北東,2.6,0
臺北,2017/05/18,01:05:00,"1,008",23.4,75,東北東,3.2,0
臺北,2017/05/18,00:05:00,"1,009",25,67,東北,4,0
臺北,2017/05/17,23:05:00,"1,009.2",23.4,71,東北東,3.4,0
臺北,2017/05/17,22:05:00,"1,009.1",23.5,70,東北東,3.7,0
臺北,2017/05/17,21:05:00,"1,009.3",23.7,72,東北東,3.1,0
臺北,2017/05/17,20:05:00,"1,008.8",23.7,74,東北,4.7,0
臺北,2017/05/17,19:05:00,"1,008.3",23.8,72,東北,4.1,0
臺北,2017/05/17,18:05:00,"1,007.6",24.1,67,東北,4.4,0
臺北,2017/05/17,17:05:00,"1,007",24.6,63,東北,4,0
臺北,2017/05/17,16:05:00,"1,006.8",25.1,60,北北東,5.2,0
臺北,2017/05/17,15:05:00,"1,006.5",25.7,60,東北,3.8,0
臺北,2017/05/17,14:05:00,"1,006.3",26.6,62,北北東,3.9,0
臺北,2017/05/17,13:05:00,"1,006.3",25.8,64,東北,4.6,0
臺北,2017/05/17,12:05:00,"1,006.5",26.3,66,東北,3.4,0
臺北,2017/05/17,11:05:00,"1,006.8",25.4,74,東,3,0
臺北,2017/05/17,10:05:00,"1,007.2",24,81,東北東,3.3,0
臺北,2017/05/17,09:05:00,"1,007.2",22.2,86,東南東,1.5,0
臺北,2017/05/17,08:05:00,"1,006.7",21.6,89,東,1.5,0
臺北,2017/05/17,07:05:00,"1,006",20.9,90,東南東,1.7,0
臺北,2017/05/17,06:05:00,"1,005.5",20.3,92,東南東,0.8,2
臺北,2017/05/17,05:05:00,"1,004.8",20.3,91,東南東,1.7,4
臺北,2017/05/17,04:05:00,"1,004.6",20.6,89,東,1.7,0
臺北,2017/05/17,03:05:00,"1,004.3",20.7,89,東北東,2.1,1
臺北,2017/05/17,02:05:00,"1,004.4",20.7,91,東北東,1.4,0
臺北,2017/05/17,01:05:00,"1,005.1",20.4,90,東,1.4,1
臺北,2017/05/17,00:05:00,"1,008.5",23.2,73,東北,3.8,0
